,verbs,tense,postid
2645,know,VBP,8xloc1
2646,stand,VBP,8xloc1
2647,thought,VBD,8xloc1
2648,disconnecting,VBG,8xloc1
2649,seen,VBN,8xloc1
2650,become,VBN,8xloc1
2651,happening,VBG,8xloc1
2652,felt,VBN,8xloc1
2653,trying,VBG,8xloc1
2654,undo,VB,8xloc1
2655,read,VBN,8xloc1
2656,wondering,VBG,8xloc1
2657,stood,VBN,8xloc1
2658,handle,VB,8xloc1
2659,prepare,VB,8xloc1
2660,talk,VBP,8xloc1
2661,lose,VB,8xloc1
2662,prepare,VB,8xloc1
2663,happens,VBZ,8xloc1
2664,learned,VBD,8xlp0l
2665,reflects,VBZ,8xlp0l
2666,having,VBG,8xlp0l
2667,leaned,VBD,8xlp0l
2668,written,VBN,8xlp0l
2669,know,VBP,8xlp0l
2670,stand,VBP,8xlp0l
2671,thought,VBD,8xlp0l
2672,disconnecting,VBG,8xlp0l
2673,seen,VBN,8xlp0l
2674,become,VBN,8xlp0l
2675,happening,VBG,8xlp0l
2676,felt,VBN,8xlp0l
2677,trying,VBG,8xlp0l
2678,undo,VB,8xlp0l
2679,read,VBN,8xlp0l
2680,wondering,VBG,8xlp0l
2681,stood,VBN,8xlp0l
2682,handle,VB,8xlp0l
2683,prepare,VB,8xlp0l
2684,talk,VBP,8xlp0l
2685,lose,VB,8xlp0l
2686,prepare,VB,8xlp0l
2687,happens,VBZ,8xlp0l
2688,learned,VBD,8xltc1
2689,reflects,VBZ,8xltc1
2690,having,VBG,8xltc1
2691,leaned,VBD,8xltc1
2692,written,VBN,8xltc1
2693,know,VBP,8xltc1
2694,stand,VBP,8xltc1
2695,thought,VBD,8xltc1
2696,disconnecting,VBG,8xltc1
2697,seen,VBN,8xltc1
2698,become,VBN,8xltc1
2699,happening,VBG,8xltc1
2700,felt,VBN,8xltc1
2701,trying,VBG,8xltc1
2702,undo,VB,8xltc1
2703,read,VBN,8xltc1
2704,wondering,VBG,8xltc1
2705,stood,VBN,8xltc1
2706,handle,VB,8xltc1
2707,prepare,VB,8xltc1
2708,talk,VBP,8xltc1
2709,lose,VB,8xltc1
2710,prepare,VB,8xltc1
2711,happens,VBZ,8xltc1
2712,learned,VBD,8xltol
2713,reflects,VBZ,8xltol
2714,having,VBG,8xltol
2715,leaned,VBD,8xltol
2716,written,VBN,8xltol
2717,know,VBP,8xltol
2718,stand,VBP,8xltol
2719,thought,VBD,8xltol
2720,disconnecting,VBG,8xltol
2721,seen,VBN,8xltol
2722,become,VBN,8xltol
2723,happening,VBG,8xltol
2724,felt,VBN,8xltol
2725,trying,VBG,8xltol
2726,undo,VB,8xltol
2727,read,VBN,8xltol
2728,wondering,VBG,8xltol
2729,stood,VBN,8xltol
2730,handle,VB,8xltol
2731,prepare,VB,8xltol
2732,talk,VBP,8xltol
2733,lose,VB,8xltol
2734,prepare,VB,8xltol
2735,happens,VBZ,8xltol
2736,learned,VBD,8xlw12
2737,reflects,VBZ,8xlw12
2738,having,VBG,8xlw12
2739,leaned,VBD,8xlw12
2740,written,VBN,8xlw12
2741,know,VBP,8xlw12
2742,stand,VBP,8xlw12
2743,thought,VBD,8xlw12
2744,disconnecting,VBG,8xlw12
2745,seen,VBN,8xlw12
2746,become,VBN,8xlw12
2747,happening,VBG,8xlw12
2748,felt,VBN,8xlw12
2749,trying,VBG,8xlw12
2750,undo,VB,8xlw12
2751,read,VBN,8xlw12
2752,wondering,VBG,8xlw12
2753,stood,VBN,8xlw12
2754,handle,VB,8xlw12
2755,prepare,VB,8xlw12
2756,talk,VBP,8xlw12
2757,lose,VB,8xlw12
2758,prepare,VB,8xlw12
2759,happens,VBZ,8xlw12
2760,learned,VBD,8xlwfa
2761,reflects,VBZ,8xlwfa
2762,having,VBG,8xlwfa
2763,leaned,VBD,8xlwfa
2764,written,VBN,8xlwfa
2765,know,VBP,8xlwfa
2766,stand,VBP,8xlwfa
2767,thought,VBD,8xlwfa
2768,disconnecting,VBG,8xlwfa
2769,seen,VBN,8xlwfa
2770,become,VBN,8xlwfa
2771,happening,VBG,8xlwfa
2772,felt,VBN,8xlwfa
2773,trying,VBG,8xlwfa
2774,undo,VB,8xlwfa
2775,read,VBN,8xlwfa
2776,wondering,VBG,8xlwfa
2777,stood,VBN,8xlwfa
2778,handle,VB,8xlwfa
2779,prepare,VB,8xlwfa
2780,talk,VBP,8xlwfa
2781,lose,VB,8xlwfa
2782,prepare,VB,8xlwfa
2783,happens,VBZ,8xlwfa
2784,learned,VBD,8xlxzz
2785,reflects,VBZ,8xlxzz
2786,having,VBG,8xlxzz
2787,leaned,VBD,8xlxzz
2788,written,VBN,8xlxzz
2789,know,VBP,8xlxzz
2790,stand,VBP,8xlxzz
2791,thought,VBD,8xlxzz
2792,disconnecting,VBG,8xlxzz
2793,seen,VBN,8xlxzz
2794,become,VBN,8xlxzz
2795,happening,VBG,8xlxzz
2796,felt,VBN,8xlxzz
2797,trying,VBG,8xlxzz
2798,undo,VB,8xlxzz
2799,read,VBN,8xlxzz
2800,wondering,VBG,8xlxzz
2801,stood,VBN,8xlxzz
2802,handle,VB,8xlxzz
2803,prepare,VB,8xlxzz
2804,talk,VBP,8xlxzz
2805,lose,VB,8xlxzz
2806,prepare,VB,8xlxzz
2807,happens,VBZ,8xlxzz
2808,learned,VBD,8xlyto
2809,reflects,VBZ,8xlyto
2810,having,VBG,8xlyto
2811,leaned,VBD,8xlyto
2812,written,VBN,8xlyto
2813,know,VBP,8xlyto
2814,stand,VBP,8xlyto
2815,thought,VBD,8xlyto
2816,disconnecting,VBG,8xlyto
2817,seen,VBN,8xlyto
2818,become,VBN,8xlyto
2819,happening,VBG,8xlyto
2820,felt,VBN,8xlyto
2821,trying,VBG,8xlyto
2822,undo,VB,8xlyto
2823,read,VBN,8xlyto
2824,wondering,VBG,8xlyto
2825,stood,VBN,8xlyto
2826,handle,VB,8xlyto
2827,prepare,VB,8xlyto
2828,talk,VBP,8xlyto
2829,lose,VB,8xlyto
2830,prepare,VB,8xlyto
2831,happens,VBZ,8xlyto
2832,learned,VBD,8xm1bv
2833,reflects,VBZ,8xm1bv
2834,having,VBG,8xm1bv
2835,leaned,VBD,8xm1bv
2836,written,VBN,8xm1bv
2837,know,VBP,8xm1bv
2838,stand,VBP,8xm1bv
2839,thought,VBD,8xm1bv
2840,disconnecting,VBG,8xm1bv
2841,seen,VBN,8xm1bv
2842,become,VBN,8xm1bv
2843,happening,VBG,8xm1bv
2844,felt,VBN,8xm1bv
2845,trying,VBG,8xm1bv
2846,undo,VB,8xm1bv
2847,read,VBN,8xm1bv
2848,wondering,VBG,8xm1bv
2849,stood,VBN,8xm1bv
2850,handle,VB,8xm1bv
2851,prepare,VB,8xm1bv
2852,talk,VBP,8xm1bv
2853,lose,VB,8xm1bv
2854,prepare,VB,8xm1bv
2855,happens,VBZ,8xm1bv
2856,learned,VBD,8xma9b
2857,reflects,VBZ,8xma9b
2858,having,VBG,8xma9b
2859,leaned,VBD,8xma9b
2860,written,VBN,8xma9b
2861,know,VBP,8xma9b
2862,stand,VBP,8xma9b
2863,thought,VBD,8xma9b
2864,disconnecting,VBG,8xma9b
2865,seen,VBN,8xma9b
2866,become,VBN,8xma9b
2867,happening,VBG,8xma9b
2868,felt,VBN,8xma9b
2869,trying,VBG,8xma9b
2870,undo,VB,8xma9b
2871,read,VBN,8xma9b
2872,wondering,VBG,8xma9b
2873,stood,VBN,8xma9b
2874,handle,VB,8xma9b
2875,prepare,VB,8xma9b
2876,talk,VBP,8xma9b
2877,lose,VB,8xma9b
2878,prepare,VB,8xma9b
2879,happens,VBZ,8xma9b
2880,learned,VBD,8xmbbp
2881,reflects,VBZ,8xmbbp
2882,having,VBG,8xmbbp
2883,leaned,VBD,8xmbbp
2884,written,VBN,8xmbbp
2885,know,VBP,8xmbbp
2886,stand,VBP,8xmbbp
2887,thought,VBD,8xmbbp
2888,disconnecting,VBG,8xmbbp
2889,seen,VBN,8xmbbp
2890,become,VBN,8xmbbp
2891,happening,VBG,8xmbbp
2892,felt,VBN,8xmbbp
2893,trying,VBG,8xmbbp
2894,undo,VB,8xmbbp
2895,read,VBN,8xmbbp
2896,wondering,VBG,8xmbbp
2897,stood,VBN,8xmbbp
2898,handle,VB,8xmbbp
2899,prepare,VB,8xmbbp
2900,talk,VBP,8xmbbp
2901,lose,VB,8xmbbp
2902,prepare,VB,8xmbbp
2903,happens,VBZ,8xmbbp
2904,learned,VBD,8xmbpo
2905,reflects,VBZ,8xmbpo
2906,having,VBG,8xmbpo
2907,leaned,VBD,8xmbpo
2908,written,VBN,8xmbpo
2909,know,VBP,8xmbpo
2910,stand,VBP,8xmbpo
2911,thought,VBD,8xmbpo
2912,disconnecting,VBG,8xmbpo
2913,seen,VBN,8xmbpo
2914,become,VBN,8xmbpo
2915,happening,VBG,8xmbpo
2916,felt,VBN,8xmbpo
2917,trying,VBG,8xmbpo
2918,undo,VB,8xmbpo
2919,read,VBN,8xmbpo
2920,wondering,VBG,8xmbpo
2921,stood,VBN,8xmbpo
2922,handle,VB,8xmbpo
2923,prepare,VB,8xmbpo
2924,talk,VBP,8xmbpo
2925,lose,VB,8xmbpo
2926,prepare,VB,8xmbpo
2927,happens,VBZ,8xmbpo
2928,learned,VBD,8xmfja
2929,reflects,VBZ,8xmfja
2930,having,VBG,8xmfja
2931,leaned,VBD,8xmfja
2932,written,VBN,8xmfja
2933,know,VBP,8xmfja
2934,stand,VBP,8xmfja
2935,thought,VBD,8xmfja
2936,disconnecting,VBG,8xmfja
2937,seen,VBN,8xmfja
2938,become,VBN,8xmfja
2939,happening,VBG,8xmfja
2940,felt,VBN,8xmfja
2941,trying,VBG,8xmfja
2942,undo,VB,8xmfja
2943,read,VBN,8xmfja
2944,wondering,VBG,8xmfja
2945,stood,VBN,8xmfja
2946,handle,VB,8xmfja
2947,prepare,VB,8xmfja
2948,talk,VBP,8xmfja
2949,lose,VB,8xmfja
2950,prepare,VB,8xmfja
2951,happens,VBZ,8xmfja
2952,learned,VBD,8xmgi1
2953,reflects,VBZ,8xmgi1
2954,having,VBG,8xmgi1
2955,leaned,VBD,8xmgi1
2956,written,VBN,8xmgi1
2957,know,VBP,8xmgi1
2958,stand,VBP,8xmgi1
2959,thought,VBD,8xmgi1
2960,disconnecting,VBG,8xmgi1
2961,seen,VBN,8xmgi1
2962,become,VBN,8xmgi1
2963,happening,VBG,8xmgi1
2964,felt,VBN,8xmgi1
2965,trying,VBG,8xmgi1
2966,undo,VB,8xmgi1
2967,read,VBN,8xmgi1
2968,wondering,VBG,8xmgi1
2969,stood,VBN,8xmgi1
2970,handle,VB,8xmgi1
2971,prepare,VB,8xmgi1
2972,talk,VBP,8xmgi1
2973,lose,VB,8xmgi1
2974,prepare,VB,8xmgi1
2975,happens,VBZ,8xmgi1
2976,learned,VBD,8xmm3r
2977,reflects,VBZ,8xmm3r
2978,having,VBG,8xmm3r
2979,leaned,VBD,8xmm3r
2980,written,VBN,8xmm3r
2981,know,VBP,8xmm3r
2982,stand,VBP,8xmm3r
2983,thought,VBD,8xmm3r
2984,disconnecting,VBG,8xmm3r
2985,seen,VBN,8xmm3r
2986,become,VBN,8xmm3r
2987,happening,VBG,8xmm3r
2988,felt,VBN,8xmm3r
2989,trying,VBG,8xmm3r
2990,undo,VB,8xmm3r
2991,read,VBN,8xmm3r
2992,wondering,VBG,8xmm3r
2993,stood,VBN,8xmm3r
2994,handle,VB,8xmm3r
2995,prepare,VB,8xmm3r
2996,talk,VBP,8xmm3r
2997,lose,VB,8xmm3r
2998,prepare,VB,8xmm3r
2999,happens,VBZ,8xmm3r
3000,learned,VBD,8xmry4
3001,reflects,VBZ,8xmry4
3002,having,VBG,8xmry4
3003,leaned,VBD,8xmry4
3004,written,VBN,8xmry4
3005,know,VBP,8xmry4
3006,stand,VBP,8xmry4
3007,thought,VBD,8xmry4
3008,disconnecting,VBG,8xmry4
3009,seen,VBN,8xmry4
3010,become,VBN,8xmry4
3011,happening,VBG,8xmry4
3012,felt,VBN,8xmry4
3013,trying,VBG,8xmry4
3014,undo,VB,8xmry4
3015,read,VBN,8xmry4
3016,wondering,VBG,8xmry4
3017,stood,VBN,8xmry4
3018,handle,VB,8xmry4
3019,prepare,VB,8xmry4
3020,talk,VBP,8xmry4
3021,lose,VB,8xmry4
3022,prepare,VB,8xmry4
3023,happens,VBZ,8xmry4
3024,learned,VBD,8xmx2e
3025,reflects,VBZ,8xmx2e
3026,having,VBG,8xmx2e
3027,leaned,VBD,8xmx2e
3028,written,VBN,8xmx2e
3029,know,VBP,8xmx2e
3030,stand,VBP,8xmx2e
3031,thought,VBD,8xmx2e
3032,disconnecting,VBG,8xmx2e
3033,seen,VBN,8xmx2e
3034,become,VBN,8xmx2e
3035,happening,VBG,8xmx2e
3036,felt,VBN,8xmx2e
3037,trying,VBG,8xmx2e
3038,undo,VB,8xmx2e
3039,read,VBN,8xmx2e
3040,wondering,VBG,8xmx2e
3041,stood,VBN,8xmx2e
3042,handle,VB,8xmx2e
3043,prepare,VB,8xmx2e
3044,talk,VBP,8xmx2e
3045,lose,VB,8xmx2e
3046,prepare,VB,8xmx2e
3047,happens,VBZ,8xmx2e
3048,learned,VBD,8xn3sw
3049,reflects,VBZ,8xn3sw
3050,having,VBG,8xn3sw
3051,leaned,VBD,8xn3sw
3052,written,VBN,8xn3sw
3053,know,VBP,8xn3sw
3054,stand,VBP,8xn3sw
3055,thought,VBD,8xn3sw
3056,disconnecting,VBG,8xn3sw
3057,seen,VBN,8xn3sw
3058,become,VBN,8xn3sw
3059,happening,VBG,8xn3sw
3060,felt,VBN,8xn3sw
3061,trying,VBG,8xn3sw
3062,undo,VB,8xn3sw
3063,read,VBN,8xn3sw
3064,wondering,VBG,8xn3sw
3065,stood,VBN,8xn3sw
3066,handle,VB,8xn3sw
3067,prepare,VB,8xn3sw
3068,talk,VBP,8xn3sw
3069,lose,VB,8xn3sw
3070,prepare,VB,8xn3sw
3071,happens,VBZ,8xn3sw
3072,learned,VBD,8xn8bg
3073,reflects,VBZ,8xn8bg
3074,having,VBG,8xn8bg
3075,leaned,VBD,8xn8bg
3076,written,VBN,8xn8bg
3077,know,VBP,8xn8bg
3078,stand,VBP,8xn8bg
3079,thought,VBD,8xn8bg
3080,disconnecting,VBG,8xn8bg
3081,seen,VBN,8xn8bg
3082,become,VBN,8xn8bg
3083,happening,VBG,8xn8bg
3084,felt,VBN,8xn8bg
3085,trying,VBG,8xn8bg
3086,undo,VB,8xn8bg
3087,read,VBN,8xn8bg
3088,wondering,VBG,8xn8bg
3089,stood,VBN,8xn8bg
3090,handle,VB,8xn8bg
3091,prepare,VB,8xn8bg
3092,talk,VBP,8xn8bg
3093,lose,VB,8xn8bg
3094,prepare,VB,8xn8bg
3095,happens,VBZ,8xn8bg
3096,learned,VBD,8xnhif
3097,reflects,VBZ,8xnhif
3098,having,VBG,8xnhif
3099,leaned,VBD,8xnhif
3100,written,VBN,8xnhif
3101,know,VBP,8xnhif
3102,stand,VBP,8xnhif
3103,thought,VBD,8xnhif
3104,disconnecting,VBG,8xnhif
3105,seen,VBN,8xnhif
3106,become,VBN,8xnhif
3107,happening,VBG,8xnhif
3108,felt,VBN,8xnhif
3109,trying,VBG,8xnhif
3110,undo,VB,8xnhif
3111,read,VBN,8xnhif
3112,wondering,VBG,8xnhif
3113,stood,VBN,8xnhif
3114,handle,VB,8xnhif
3115,prepare,VB,8xnhif
3116,talk,VBP,8xnhif
3117,lose,VB,8xnhif
3118,prepare,VB,8xnhif
3119,happens,VBZ,8xnhif
3120,learned,VBD,8xnuzs
3121,reflects,VBZ,8xnuzs
3122,having,VBG,8xnuzs
3123,leaned,VBD,8xnuzs
3124,written,VBN,8xnuzs
3125,know,VBP,8xnuzs
3126,stand,VBP,8xnuzs
3127,thought,VBD,8xnuzs
3128,disconnecting,VBG,8xnuzs
3129,seen,VBN,8xnuzs
3130,become,VBN,8xnuzs
3131,happening,VBG,8xnuzs
3132,felt,VBN,8xnuzs
3133,trying,VBG,8xnuzs
3134,undo,VB,8xnuzs
3135,read,VBN,8xnuzs
3136,wondering,VBG,8xnuzs
3137,stood,VBN,8xnuzs
3138,handle,VB,8xnuzs
3139,prepare,VB,8xnuzs
3140,talk,VBP,8xnuzs
3141,lose,VB,8xnuzs
3142,prepare,VB,8xnuzs
3143,happens,VBZ,8xnuzs
3144,learned,VBD,8xo59e
3145,reflects,VBZ,8xo59e
3146,having,VBG,8xo59e
3147,leaned,VBD,8xo59e
3148,written,VBN,8xo59e
3149,know,VBP,8xo59e
3150,stand,VBP,8xo59e
3151,thought,VBD,8xo59e
3152,disconnecting,VBG,8xo59e
3153,seen,VBN,8xo59e
3154,become,VBN,8xo59e
3155,happening,VBG,8xo59e
3156,felt,VBN,8xo59e
3157,trying,VBG,8xo59e
3158,undo,VB,8xo59e
3159,read,VBN,8xo59e
3160,wondering,VBG,8xo59e
3161,stood,VBN,8xo59e
3162,handle,VB,8xo59e
3163,prepare,VB,8xo59e
3164,talk,VBP,8xo59e
3165,lose,VB,8xo59e
3166,prepare,VB,8xo59e
3167,happens,VBZ,8xo59e
3168,learned,VBD,8xoa5r
3169,reflects,VBZ,8xoa5r
3170,having,VBG,8xoa5r
3171,leaned,VBD,8xoa5r
3172,written,VBN,8xoa5r
3173,know,VBP,8xoa5r
3174,stand,VBP,8xoa5r
3175,thought,VBD,8xoa5r
3176,disconnecting,VBG,8xoa5r
3177,seen,VBN,8xoa5r
3178,become,VBN,8xoa5r
3179,happening,VBG,8xoa5r
3180,felt,VBN,8xoa5r
3181,trying,VBG,8xoa5r
3182,undo,VB,8xoa5r
3183,read,VBN,8xoa5r
3184,wondering,VBG,8xoa5r
3185,stood,VBN,8xoa5r
3186,handle,VB,8xoa5r
3187,prepare,VB,8xoa5r
3188,talk,VBP,8xoa5r
3189,lose,VB,8xoa5r
3190,prepare,VB,8xoa5r
3191,happens,VBZ,8xoa5r
3192,learned,VBD,8xod21
3193,reflects,VBZ,8xod21
3194,having,VBG,8xod21
3195,leaned,VBD,8xod21
3196,written,VBN,8xod21
3197,know,VBP,8xod21
3198,stand,VBP,8xod21
3199,thought,VBD,8xod21
3200,disconnecting,VBG,8xod21
3201,seen,VBN,8xod21
3202,become,VBN,8xod21
3203,happening,VBG,8xod21
3204,felt,VBN,8xod21
3205,trying,VBG,8xod21
3206,undo,VB,8xod21
3207,read,VBN,8xod21
3208,wondering,VBG,8xod21
3209,stood,VBN,8xod21
3210,handle,VB,8xod21
3211,prepare,VB,8xod21
3212,talk,VBP,8xod21
3213,lose,VB,8xod21
3214,prepare,VB,8xod21
3215,happens,VBZ,8xod21
3216,learned,VBD,8xopre
3217,reflects,VBZ,8xopre
3218,having,VBG,8xopre
3219,leaned,VBD,8xopre
3220,written,VBN,8xopre
3221,know,VBP,8xopre
3222,stand,VBP,8xopre
3223,thought,VBD,8xopre
3224,disconnecting,VBG,8xopre
3225,seen,VBN,8xopre
3226,become,VBN,8xopre
3227,happening,VBG,8xopre
3228,felt,VBN,8xopre
3229,trying,VBG,8xopre
3230,undo,VB,8xopre
3231,read,VBN,8xopre
3232,wondering,VBG,8xopre
3233,stood,VBN,8xopre
3234,handle,VB,8xopre
3235,prepare,VB,8xopre
3236,talk,VBP,8xopre
3237,lose,VB,8xopre
3238,prepare,VB,8xopre
3239,happens,VBZ,8xopre
3240,learned,VBD,8xoq6g
3241,reflects,VBZ,8xoq6g
3242,having,VBG,8xoq6g
3243,leaned,VBD,8xoq6g
3244,written,VBN,8xoq6g
3245,know,VBP,8xoq6g
3246,stand,VBP,8xoq6g
3247,thought,VBD,8xoq6g
3248,disconnecting,VBG,8xoq6g
3249,seen,VBN,8xoq6g
3250,become,VBN,8xoq6g
3251,happening,VBG,8xoq6g
3252,felt,VBN,8xoq6g
3253,trying,VBG,8xoq6g
3254,undo,VB,8xoq6g
3255,read,VBN,8xoq6g
3256,wondering,VBG,8xoq6g
3257,stood,VBN,8xoq6g
3258,handle,VB,8xoq6g
3259,prepare,VB,8xoq6g
3260,talk,VBP,8xoq6g
3261,lose,VB,8xoq6g
3262,prepare,VB,8xoq6g
3263,happens,VBZ,8xoq6g
3264,learned,VBD,8xou7j
3265,reflects,VBZ,8xou7j
3266,having,VBG,8xou7j
3267,leaned,VBD,8xou7j
3268,written,VBN,8xou7j
3269,know,VBP,8xou7j
3270,stand,VBP,8xou7j
3271,thought,VBD,8xou7j
3272,disconnecting,VBG,8xou7j
3273,seen,VBN,8xou7j
3274,become,VBN,8xou7j
3275,happening,VBG,8xou7j
3276,felt,VBN,8xou7j
3277,trying,VBG,8xou7j
3278,undo,VB,8xou7j
3279,read,VBN,8xou7j
3280,wondering,VBG,8xou7j
3281,stood,VBN,8xou7j
3282,handle,VB,8xou7j
3283,prepare,VB,8xou7j
3284,talk,VBP,8xou7j
3285,lose,VB,8xou7j
3286,prepare,VB,8xou7j
3287,happens,VBZ,8xou7j
3288,learned,VBD,8xovoh
3289,reflects,VBZ,8xovoh
3290,having,VBG,8xovoh
3291,leaned,VBD,8xovoh
3292,written,VBN,8xovoh
3293,know,VBP,8xovoh
3294,stand,VBP,8xovoh
3295,thought,VBD,8xovoh
3296,disconnecting,VBG,8xovoh
3297,seen,VBN,8xovoh
3298,become,VBN,8xovoh
3299,happening,VBG,8xovoh
3300,felt,VBN,8xovoh
3301,trying,VBG,8xovoh
3302,undo,VB,8xovoh
3303,read,VBN,8xovoh
3304,wondering,VBG,8xovoh
3305,stood,VBN,8xovoh
3306,handle,VB,8xovoh
3307,prepare,VB,8xovoh
3308,talk,VBP,8xovoh
3309,lose,VB,8xovoh
3310,prepare,VB,8xovoh
3311,happens,VBZ,8xovoh
3312,learned,VBD,8xowah
3313,reflects,VBZ,8xowah
3314,having,VBG,8xowah
3315,leaned,VBD,8xowah
3316,written,VBN,8xowah
3317,know,VBP,8xowah
3318,stand,VBP,8xowah
3319,thought,VBD,8xowah
3320,disconnecting,VBG,8xowah
3321,seen,VBN,8xowah
3322,become,VBN,8xowah
3323,happening,VBG,8xowah
3324,felt,VBN,8xowah
3325,trying,VBG,8xowah
3326,undo,VB,8xowah
3327,read,VBN,8xowah
3328,wondering,VBG,8xowah
3329,stood,VBN,8xowah
3330,handle,VB,8xowah
3331,prepare,VB,8xowah
3332,talk,VBP,8xowah
3333,lose,VB,8xowah
3334,prepare,VB,8xowah
3335,happens,VBZ,8xowah
3336,learned,VBD,8xoxuf
3337,reflects,VBZ,8xoxuf
3338,having,VBG,8xoxuf
3339,leaned,VBD,8xoxuf
3340,written,VBN,8xoxuf
3341,know,VBP,8xoxuf
3342,stand,VBP,8xoxuf
3343,thought,VBD,8xoxuf
3344,disconnecting,VBG,8xoxuf
3345,seen,VBN,8xoxuf
3346,become,VBN,8xoxuf
3347,happening,VBG,8xoxuf
3348,felt,VBN,8xoxuf
3349,trying,VBG,8xoxuf
3350,undo,VB,8xoxuf
3351,read,VBN,8xoxuf
3352,wondering,VBG,8xoxuf
3353,stood,VBN,8xoxuf
3354,handle,VB,8xoxuf
3355,prepare,VB,8xoxuf
3356,talk,VBP,8xoxuf
3357,lose,VB,8xoxuf
3358,prepare,VB,8xoxuf
3359,happens,VBZ,8xoxuf
3360,learned,VBD,8xozvj
3361,reflects,VBZ,8xozvj
3362,having,VBG,8xozvj
3363,leaned,VBD,8xozvj
3364,written,VBN,8xozvj
3365,know,VBP,8xozvj
3366,stand,VBP,8xozvj
3367,thought,VBD,8xozvj
3368,disconnecting,VBG,8xozvj
3369,seen,VBN,8xozvj
3370,become,VBN,8xozvj
3371,happening,VBG,8xozvj
3372,felt,VBN,8xozvj
3373,trying,VBG,8xozvj
3374,undo,VB,8xozvj
3375,read,VBN,8xozvj
3376,wondering,VBG,8xozvj
3377,stood,VBN,8xozvj
3378,handle,VB,8xozvj
3379,prepare,VB,8xozvj
3380,talk,VBP,8xozvj
3381,lose,VB,8xozvj
3382,prepare,VB,8xozvj
3383,happens,VBZ,8xozvj
3384,learned,VBD,8xp14w
3385,reflects,VBZ,8xp14w
3386,having,VBG,8xp14w
3387,leaned,VBD,8xp14w
3388,written,VBN,8xp14w
3389,know,VBP,8xp14w
3390,stand,VBP,8xp14w
3391,thought,VBD,8xp14w
3392,disconnecting,VBG,8xp14w
3393,seen,VBN,8xp14w
3394,become,VBN,8xp14w
3395,happening,VBG,8xp14w
3396,felt,VBN,8xp14w
3397,trying,VBG,8xp14w
3398,undo,VB,8xp14w
3399,read,VBN,8xp14w
3400,wondering,VBG,8xp14w
3401,stood,VBN,8xp14w
3402,handle,VB,8xp14w
3403,prepare,VB,8xp14w
3404,talk,VBP,8xp14w
3405,lose,VB,8xp14w
3406,prepare,VB,8xp14w
3407,happens,VBZ,8xp14w
3408,learned,VBD,8xp504
3409,reflects,VBZ,8xp504
3410,having,VBG,8xp504
3411,leaned,VBD,8xp504
3412,written,VBN,8xp504
3413,know,VBP,8xp504
3414,stand,VBP,8xp504
3415,thought,VBD,8xp504
3416,disconnecting,VBG,8xp504
3417,seen,VBN,8xp504
3418,become,VBN,8xp504
3419,happening,VBG,8xp504
3420,felt,VBN,8xp504
3421,trying,VBG,8xp504
3422,undo,VB,8xp504
3423,read,VBN,8xp504
3424,wondering,VBG,8xp504
3425,stood,VBN,8xp504
3426,handle,VB,8xp504
3427,prepare,VB,8xp504
3428,talk,VBP,8xp504
3429,lose,VB,8xp504
3430,prepare,VB,8xp504
3431,happens,VBZ,8xp504
3432,learned,VBD,8xp5qx
3433,reflects,VBZ,8xp5qx
3434,having,VBG,8xp5qx
3435,leaned,VBD,8xp5qx
3436,written,VBN,8xp5qx
3437,know,VBP,8xp5qx
3438,stand,VBP,8xp5qx
3439,thought,VBD,8xp5qx
3440,disconnecting,VBG,8xp5qx
3441,seen,VBN,8xp5qx
3442,become,VBN,8xp5qx
3443,happening,VBG,8xp5qx
3444,felt,VBN,8xp5qx
3445,trying,VBG,8xp5qx
3446,undo,VB,8xp5qx
3447,read,VBN,8xp5qx
3448,wondering,VBG,8xp5qx
3449,stood,VBN,8xp5qx
3450,handle,VB,8xp5qx
3451,prepare,VB,8xp5qx
3452,talk,VBP,8xp5qx
3453,lose,VB,8xp5qx
3454,prepare,VB,8xp5qx
3455,happens,VBZ,8xp5qx
3456,learned,VBD,8xp90b
3457,reflects,VBZ,8xp90b
3458,having,VBG,8xp90b
3459,leaned,VBD,8xp90b
3460,written,VBN,8xp90b
3461,know,VBP,8xp90b
3462,stand,VBP,8xp90b
3463,thought,VBD,8xp90b
3464,disconnecting,VBG,8xp90b
3465,seen,VBN,8xp90b
3466,become,VBN,8xp90b
3467,happening,VBG,8xp90b
3468,felt,VBN,8xp90b
3469,trying,VBG,8xp90b
3470,undo,VB,8xp90b
3471,read,VBN,8xp90b
3472,wondering,VBG,8xp90b
3473,stood,VBN,8xp90b
3474,handle,VB,8xp90b
3475,prepare,VB,8xp90b
3476,talk,VBP,8xp90b
3477,lose,VB,8xp90b
3478,prepare,VB,8xp90b
3479,happens,VBZ,8xp90b
3480,learned,VBD,8xp9x2
3481,reflects,VBZ,8xp9x2
3482,having,VBG,8xp9x2
3483,leaned,VBD,8xp9x2
3484,written,VBN,8xp9x2
3485,know,VBP,8xp9x2
3486,stand,VBP,8xp9x2
3487,thought,VBD,8xp9x2
3488,disconnecting,VBG,8xp9x2
3489,seen,VBN,8xp9x2
3490,become,VBN,8xp9x2
3491,happening,VBG,8xp9x2
3492,felt,VBN,8xp9x2
3493,trying,VBG,8xp9x2
3494,undo,VB,8xp9x2
3495,read,VBN,8xp9x2
3496,wondering,VBG,8xp9x2
3497,stood,VBN,8xp9x2
3498,handle,VB,8xp9x2
3499,prepare,VB,8xp9x2
3500,talk,VBP,8xp9x2
