,verbs,tense,postid
2055,read,VBN,8xfaxz
2056,wondering,VBG,8xfaxz
2057,wondering,VBG,8xfaxz
2058,stood,VBN,8xfaxz
2059,stood,VBN,8xfaxz
2060,loose,VB,8xfaxz
2061,talking,VBG,8xfaxz
2062,handle,VB,8xfaxz
2063,handle,VB,8xfaxz
2064,can,MD,8xfaxz
2065,prepare,VB,8xfaxz
2066,prepare,VB,8xfaxz
2067,get,VBP,8xfaxz
2068,caught,VBN,8xfaxz
2069,talk,VBP,8xfaxz
2070,talk,VBP,8xfaxz
2071,could,MD,8xfaxz
2072,lose,VB,8xfaxz
2073,lose,VB,8xfaxz
2074,destroyed,VBN,8xfaxz
2075,can,MD,8xfaxz
2076,prepare,VB,8xfaxz
2077,prepare,VB,8xfaxz
2078,happens,VBZ,8xfaxz
2079,happens,VBZ,8xfaxz
2080,learned,VBD,8xfbs4
2081,learned,VBD,8xfbs4
2082,reflects,VBZ,8xfbs4
2083,reflects,VBZ,8xfbs4
2084,having,VBG,8xfbs4
2085,having,VBG,8xfbs4
2086,leaned,VBD,8xfbs4
2087,leaned,VBD,8xfbs4
2088,left,VBN,8xfbs4
2089,steeped,VBN,8xfbs4
2090,written,VBN,8xfbs4
2091,written,VBN,8xfbs4
2092,know,VBP,8xfbs4
2093,know,VBP,8xfbs4
2094,stand,VBP,8xfbs4
2095,stand,VBP,8xfbs4
2096,loose,VB,8xfbs4
2097,would,MD,8xfbs4
2098,thought,VBD,8xfbs4
2099,thought,VBD,8xfbs4
2100,including,VBG,8xfbs4
2101,disconnecting,VBG,8xfbs4
2102,disconnecting,VBG,8xfbs4
2103,trying,VBG,8xfbs4
2104,think,VB,8xfbs4
2105,evolve,VB,8xfbs4
2106,reflect,VB,8xfbs4
2107,seen,VBN,8xfbs4
2108,seen,VBN,8xfbs4
2109,become,VBN,8xfbs4
2110,become,VBN,8xfbs4
2111,become,VBN,8xfbs4
2112,TORN,VBN,8xfbs4
2113,falling,VBG,8xfbs4
2114,approved,VBN,8xfbs4
2115,Seeing,VBG,8xfbs4
2116,made,VBN,8xfbs4
2117,happening,VBG,8xfbs4
2118,happening,VBG,8xfbs4
2119,shifted,VBN,8xfbs4
2120,felt,VBN,8xfbs4
2121,felt,VBN,8xfbs4
2122,Losing,VBG,8xfbs4
2123,would,MD,8xfbs4
2124,hurt,VB,8xfbs4
2125,destroy,VB,8xfbs4
2126,trying,VBG,8xfbs4
2127,trying,VBG,8xfbs4
2128,monetize,VB,8xfbs4
2129,make,VB,8xfbs4
2130,could,MD,8xfbs4
2131,undo,VB,8xfbs4
2132,undo,VB,8xfbs4
2133,Thank,VBP,8xfbs4
2134,read,VBN,8xfbs4
2135,read,VBN,8xfbs4
2136,wondering,VBG,8xfbs4
2137,wondering,VBG,8xfbs4
2138,stood,VBN,8xfbs4
2139,stood,VBN,8xfbs4
2140,loose,VB,8xfbs4
2141,talking,VBG,8xfbs4
2142,handle,VB,8xfbs4
2143,handle,VB,8xfbs4
2144,can,MD,8xfbs4
2145,prepare,VB,8xfbs4
2146,prepare,VB,8xfbs4
2147,get,VBP,8xfbs4
2148,caught,VBN,8xfbs4
2149,talk,VBP,8xfbs4
2150,talk,VBP,8xfbs4
2151,could,MD,8xfbs4
2152,lose,VB,8xfbs4
2153,lose,VB,8xfbs4
2154,destroyed,VBN,8xfbs4
2155,can,MD,8xfbs4
2156,prepare,VB,8xfbs4
2157,prepare,VB,8xfbs4
2158,happens,VBZ,8xfbs4
2159,happens,VBZ,8xfbs4
2160,learned,VBD,8xfcpl
2161,learned,VBD,8xfcpl
2162,reflects,VBZ,8xfcpl
2163,reflects,VBZ,8xfcpl
2164,having,VBG,8xfcpl
2165,having,VBG,8xfcpl
2166,leaned,VBD,8xfcpl
2167,leaned,VBD,8xfcpl
2168,left,VBN,8xfcpl
2169,steeped,VBN,8xfcpl
2170,written,VBN,8xfcpl
2171,written,VBN,8xfcpl
2172,know,VBP,8xfcpl
2173,know,VBP,8xfcpl
2174,stand,VBP,8xfcpl
2175,stand,VBP,8xfcpl
2176,loose,VB,8xfcpl
2177,would,MD,8xfcpl
2178,thought,VBD,8xfcpl
2179,thought,VBD,8xfcpl
2180,including,VBG,8xfcpl
2181,disconnecting,VBG,8xfcpl
2182,disconnecting,VBG,8xfcpl
2183,trying,VBG,8xfcpl
2184,think,VB,8xfcpl
2185,evolve,VB,8xfcpl
2186,reflect,VB,8xfcpl
2187,seen,VBN,8xfcpl
2188,seen,VBN,8xfcpl
2189,become,VBN,8xfcpl
2190,become,VBN,8xfcpl
2191,become,VBN,8xfcpl
2192,TORN,VBN,8xfcpl
2193,falling,VBG,8xfcpl
2194,approved,VBN,8xfcpl
2195,Seeing,VBG,8xfcpl
2196,made,VBN,8xfcpl
2197,happening,VBG,8xfcpl
2198,happening,VBG,8xfcpl
2199,shifted,VBN,8xfcpl
2200,felt,VBN,8xfcpl
2201,felt,VBN,8xfcpl
2202,Losing,VBG,8xfcpl
2203,would,MD,8xfcpl
2204,hurt,VB,8xfcpl
2205,destroy,VB,8xfcpl
2206,trying,VBG,8xfcpl
2207,trying,VBG,8xfcpl
2208,monetize,VB,8xfcpl
2209,make,VB,8xfcpl
2210,could,MD,8xfcpl
2211,undo,VB,8xfcpl
2212,undo,VB,8xfcpl
2213,Thank,VBP,8xfcpl
2214,read,VBN,8xfcpl
2215,read,VBN,8xfcpl
2216,wondering,VBG,8xfcpl
2217,wondering,VBG,8xfcpl
2218,stood,VBN,8xfcpl
2219,stood,VBN,8xfcpl
2220,loose,VB,8xfcpl
2221,talking,VBG,8xfcpl
2222,handle,VB,8xfcpl
2223,handle,VB,8xfcpl
2224,can,MD,8xfcpl
2225,prepare,VB,8xfcpl
2226,prepare,VB,8xfcpl
2227,get,VBP,8xfcpl
2228,caught,VBN,8xfcpl
2229,talk,VBP,8xfcpl
2230,talk,VBP,8xfcpl
2231,could,MD,8xfcpl
2232,lose,VB,8xfcpl
2233,lose,VB,8xfcpl
2234,destroyed,VBN,8xfcpl
2235,can,MD,8xfcpl
2236,prepare,VB,8xfcpl
2237,prepare,VB,8xfcpl
2238,happens,VBZ,8xfcpl
2239,happens,VBZ,8xfcpl
2240,learned,VBD,8xfcu8
2241,learned,VBD,8xfcu8
2242,reflects,VBZ,8xfcu8
2243,reflects,VBZ,8xfcu8
2244,having,VBG,8xfcu8
2245,having,VBG,8xfcu8
2246,leaned,VBD,8xfcu8
2247,leaned,VBD,8xfcu8
2248,left,VBN,8xfcu8
2249,steeped,VBN,8xfcu8
2250,written,VBN,8xfcu8
2251,written,VBN,8xfcu8
2252,know,VBP,8xfcu8
2253,know,VBP,8xfcu8
2254,stand,VBP,8xfcu8
2255,stand,VBP,8xfcu8
2256,loose,VB,8xfcu8
2257,would,MD,8xfcu8
2258,thought,VBD,8xfcu8
2259,thought,VBD,8xfcu8
2260,including,VBG,8xfcu8
2261,disconnecting,VBG,8xfcu8
2262,disconnecting,VBG,8xfcu8
2263,trying,VBG,8xfcu8
2264,think,VB,8xfcu8
2265,evolve,VB,8xfcu8
2266,reflect,VB,8xfcu8
2267,seen,VBN,8xfcu8
2268,seen,VBN,8xfcu8
2269,become,VBN,8xfcu8
2270,become,VBN,8xfcu8
2271,become,VBN,8xfcu8
2272,TORN,VBN,8xfcu8
2273,falling,VBG,8xfcu8
2274,approved,VBN,8xfcu8
2275,Seeing,VBG,8xfcu8
2276,made,VBN,8xfcu8
2277,happening,VBG,8xfcu8
2278,happening,VBG,8xfcu8
2279,shifted,VBN,8xfcu8
2280,felt,VBN,8xfcu8
2281,felt,VBN,8xfcu8
2282,Losing,VBG,8xfcu8
2283,would,MD,8xfcu8
2284,hurt,VB,8xfcu8
2285,destroy,VB,8xfcu8
2286,trying,VBG,8xfcu8
2287,trying,VBG,8xfcu8
2288,monetize,VB,8xfcu8
2289,make,VB,8xfcu8
2290,could,MD,8xfcu8
2291,undo,VB,8xfcu8
2292,undo,VB,8xfcu8
2293,Thank,VBP,8xfcu8
2294,read,VBN,8xfcu8
2295,read,VBN,8xfcu8
2296,wondering,VBG,8xfcu8
2297,wondering,VBG,8xfcu8
2298,stood,VBN,8xfcu8
2299,stood,VBN,8xfcu8
2300,loose,VB,8xfcu8
2301,talking,VBG,8xfcu8
2302,handle,VB,8xfcu8
2303,handle,VB,8xfcu8
2304,can,MD,8xfcu8
2305,prepare,VB,8xfcu8
2306,prepare,VB,8xfcu8
2307,get,VBP,8xfcu8
2308,caught,VBN,8xfcu8
2309,talk,VBP,8xfcu8
2310,talk,VBP,8xfcu8
2311,could,MD,8xfcu8
2312,lose,VB,8xfcu8
2313,lose,VB,8xfcu8
2314,destroyed,VBN,8xfcu8
2315,can,MD,8xfcu8
2316,prepare,VB,8xfcu8
2317,prepare,VB,8xfcu8
2318,happens,VBZ,8xfcu8
2319,happens,VBZ,8xfcu8
2320,learned,VBD,8xfl8s
2321,learned,VBD,8xfl8s
2322,reflects,VBZ,8xfl8s
2323,reflects,VBZ,8xfl8s
2324,having,VBG,8xfl8s
2325,having,VBG,8xfl8s
2326,leaned,VBD,8xfl8s
2327,leaned,VBD,8xfl8s
2328,left,VBN,8xfl8s
2329,steeped,VBN,8xfl8s
2330,written,VBN,8xfl8s
2331,written,VBN,8xfl8s
2332,know,VBP,8xfl8s
2333,know,VBP,8xfl8s
2334,stand,VBP,8xfl8s
2335,stand,VBP,8xfl8s
2336,loose,VB,8xfl8s
2337,would,MD,8xfl8s
2338,thought,VBD,8xfl8s
2339,thought,VBD,8xfl8s
2340,including,VBG,8xfl8s
2341,disconnecting,VBG,8xfl8s
2342,disconnecting,VBG,8xfl8s
2343,trying,VBG,8xfl8s
2344,think,VB,8xfl8s
2345,evolve,VB,8xfl8s
2346,reflect,VB,8xfl8s
2347,seen,VBN,8xfl8s
2348,seen,VBN,8xfl8s
2349,become,VBN,8xfl8s
2350,become,VBN,8xfl8s
2351,become,VBN,8xfl8s
2352,TORN,VBN,8xfl8s
2353,falling,VBG,8xfl8s
2354,approved,VBN,8xfl8s
2355,Seeing,VBG,8xfl8s
2356,made,VBN,8xfl8s
2357,happening,VBG,8xfl8s
2358,happening,VBG,8xfl8s
2359,shifted,VBN,8xfl8s
2360,felt,VBN,8xfl8s
2361,felt,VBN,8xfl8s
2362,Losing,VBG,8xfl8s
2363,would,MD,8xfl8s
2364,hurt,VB,8xfl8s
2365,destroy,VB,8xfl8s
2366,trying,VBG,8xfl8s
2367,trying,VBG,8xfl8s
2368,monetize,VB,8xfl8s
2369,make,VB,8xfl8s
2370,could,MD,8xfl8s
2371,undo,VB,8xfl8s
2372,undo,VB,8xfl8s
2373,Thank,VBP,8xfl8s
2374,read,VBN,8xfl8s
2375,read,VBN,8xfl8s
2376,wondering,VBG,8xfl8s
2377,wondering,VBG,8xfl8s
2378,stood,VBN,8xfl8s
2379,stood,VBN,8xfl8s
2380,loose,VB,8xfl8s
2381,talking,VBG,8xfl8s
2382,handle,VB,8xfl8s
2383,handle,VB,8xfl8s
2384,can,MD,8xfl8s
2385,prepare,VB,8xfl8s
2386,prepare,VB,8xfl8s
2387,get,VBP,8xfl8s
2388,caught,VBN,8xfl8s
2389,talk,VBP,8xfl8s
2390,talk,VBP,8xfl8s
2391,could,MD,8xfl8s
2392,lose,VB,8xfl8s
2393,lose,VB,8xfl8s
2394,destroyed,VBN,8xfl8s
2395,can,MD,8xfl8s
2396,prepare,VB,8xfl8s
2397,prepare,VB,8xfl8s
2398,happens,VBZ,8xfl8s
2399,happens,VBZ,8xfl8s
2400,learned,VBD,8xfrjv
2401,learned,VBD,8xfrjv
2402,reflects,VBZ,8xfrjv
2403,reflects,VBZ,8xfrjv
2404,having,VBG,8xfrjv
2405,having,VBG,8xfrjv
2406,leaned,VBD,8xfrjv
2407,leaned,VBD,8xfrjv
2408,left,VBN,8xfrjv
2409,steeped,VBN,8xfrjv
2410,written,VBN,8xfrjv
2411,written,VBN,8xfrjv
2412,know,VBP,8xfrjv
2413,know,VBP,8xfrjv
2414,stand,VBP,8xfrjv
2415,stand,VBP,8xfrjv
2416,loose,VB,8xfrjv
2417,would,MD,8xfrjv
2418,thought,VBD,8xfrjv
2419,thought,VBD,8xfrjv
2420,including,VBG,8xfrjv
2421,disconnecting,VBG,8xfrjv
2422,disconnecting,VBG,8xfrjv
2423,trying,VBG,8xfrjv
2424,think,VB,8xfrjv
2425,evolve,VB,8xfrjv
2426,reflect,VB,8xfrjv
2427,seen,VBN,8xfrjv
2428,seen,VBN,8xfrjv
2429,become,VBN,8xfrjv
2430,become,VBN,8xfrjv
2431,become,VBN,8xfrjv
2432,TORN,VBN,8xfrjv
2433,falling,VBG,8xfrjv
2434,approved,VBN,8xfrjv
2435,Seeing,VBG,8xfrjv
2436,made,VBN,8xfrjv
2437,happening,VBG,8xfrjv
2438,happening,VBG,8xfrjv
2439,shifted,VBN,8xfrjv
2440,felt,VBN,8xfrjv
2441,felt,VBN,8xfrjv
2442,Losing,VBG,8xfrjv
2443,would,MD,8xfrjv
2444,hurt,VB,8xfrjv
2445,destroy,VB,8xfrjv
2446,trying,VBG,8xfrjv
2447,trying,VBG,8xfrjv
2448,monetize,VB,8xfrjv
2449,make,VB,8xfrjv
2450,could,MD,8xfrjv
2451,undo,VB,8xfrjv
2452,undo,VB,8xfrjv
2453,Thank,VBP,8xfrjv
2454,read,VBN,8xfrjv
2455,read,VBN,8xfrjv
2456,wondering,VBG,8xfrjv
2457,wondering,VBG,8xfrjv
2458,stood,VBN,8xfrjv
2459,stood,VBN,8xfrjv
2460,loose,VB,8xfrjv
2461,talking,VBG,8xfrjv
2462,handle,VB,8xfrjv
2463,handle,VB,8xfrjv
2464,can,MD,8xfrjv
2465,prepare,VB,8xfrjv
2466,prepare,VB,8xfrjv
2467,get,VBP,8xfrjv
2468,caught,VBN,8xfrjv
2469,talk,VBP,8xfrjv
2470,talk,VBP,8xfrjv
2471,could,MD,8xfrjv
2472,lose,VB,8xfrjv
2473,lose,VB,8xfrjv
2474,destroyed,VBN,8xfrjv
2475,can,MD,8xfrjv
2476,prepare,VB,8xfrjv
2477,prepare,VB,8xfrjv
2478,happens,VBZ,8xfrjv
2479,happens,VBZ,8xfrjv
2480,learned,VBD,8xfxiz
2481,learned,VBD,8xfxiz
2482,reflects,VBZ,8xfxiz
2483,reflects,VBZ,8xfxiz
2484,having,VBG,8xfxiz
2485,having,VBG,8xfxiz
2486,leaned,VBD,8xfxiz
2487,leaned,VBD,8xfxiz
2488,left,VBN,8xfxiz
2489,steeped,VBN,8xfxiz
2490,written,VBN,8xfxiz
2491,written,VBN,8xfxiz
2492,know,VBP,8xfxiz
2493,know,VBP,8xfxiz
2494,stand,VBP,8xfxiz
2495,stand,VBP,8xfxiz
2496,loose,VB,8xfxiz
2497,would,MD,8xfxiz
2498,thought,VBD,8xfxiz
2499,thought,VBD,8xfxiz
2500,including,VBG,8xfxiz
2501,disconnecting,VBG,8xfxiz
2502,disconnecting,VBG,8xfxiz
2503,trying,VBG,8xfxiz
2504,think,VB,8xfxiz
2505,evolve,VB,8xfxiz
2506,reflect,VB,8xfxiz
2507,seen,VBN,8xfxiz
2508,seen,VBN,8xfxiz
2509,become,VBN,8xfxiz
2510,become,VBN,8xfxiz
2511,become,VBN,8xfxiz
2512,TORN,VBN,8xfxiz
2513,falling,VBG,8xfxiz
2514,approved,VBN,8xfxiz
2515,Seeing,VBG,8xfxiz
2516,made,VBN,8xfxiz
2517,happening,VBG,8xfxiz
2518,happening,VBG,8xfxiz
2519,shifted,VBN,8xfxiz
2520,felt,VBN,8xfxiz
2521,felt,VBN,8xfxiz
2522,Losing,VBG,8xfxiz
2523,would,MD,8xfxiz
2524,hurt,VB,8xfxiz
2525,destroy,VB,8xfxiz
2526,trying,VBG,8xfxiz
2527,trying,VBG,8xfxiz
2528,monetize,VB,8xfxiz
2529,make,VB,8xfxiz
2530,could,MD,8xfxiz
2531,undo,VB,8xfxiz
2532,undo,VB,8xfxiz
2533,Thank,VBP,8xfxiz
2534,read,VBN,8xfxiz
2535,read,VBN,8xfxiz
2536,wondering,VBG,8xfxiz
2537,wondering,VBG,8xfxiz
2538,stood,VBN,8xfxiz
2539,stood,VBN,8xfxiz
2540,loose,VB,8xfxiz
2541,talking,VBG,8xfxiz
2542,handle,VB,8xfxiz
2543,handle,VB,8xfxiz
2544,can,MD,8xfxiz
2545,prepare,VB,8xfxiz
2546,prepare,VB,8xfxiz
2547,get,VBP,8xfxiz
2548,caught,VBN,8xfxiz
2549,talk,VBP,8xfxiz
2550,talk,VBP,8xfxiz
2551,could,MD,8xfxiz
2552,lose,VB,8xfxiz
2553,lose,VB,8xfxiz
2554,destroyed,VBN,8xfxiz
2555,can,MD,8xfxiz
2556,prepare,VB,8xfxiz
2557,prepare,VB,8xfxiz
2558,happens,VBZ,8xfxiz
2559,happens,VBZ,8xfxiz
2560,learned,VBD,8xfz02
2561,learned,VBD,8xfz02
2562,reflects,VBZ,8xfz02
2563,reflects,VBZ,8xfz02
2564,having,VBG,8xfz02
2565,having,VBG,8xfz02
2566,leaned,VBD,8xfz02
2567,leaned,VBD,8xfz02
2568,left,VBN,8xfz02
2569,steeped,VBN,8xfz02
2570,written,VBN,8xfz02
2571,written,VBN,8xfz02
2572,know,VBP,8xfz02
2573,know,VBP,8xfz02
2574,stand,VBP,8xfz02
2575,stand,VBP,8xfz02
2576,loose,VB,8xfz02
2577,would,MD,8xfz02
2578,thought,VBD,8xfz02
2579,thought,VBD,8xfz02
2580,including,VBG,8xfz02
2581,disconnecting,VBG,8xfz02
2582,disconnecting,VBG,8xfz02
2583,trying,VBG,8xfz02
2584,think,VB,8xfz02
2585,evolve,VB,8xfz02
2586,reflect,VB,8xfz02
2587,seen,VBN,8xfz02
2588,seen,VBN,8xfz02
2589,become,VBN,8xfz02
2590,become,VBN,8xfz02
2591,become,VBN,8xfz02
2592,TORN,VBN,8xfz02
2593,falling,VBG,8xfz02
2594,approved,VBN,8xfz02
2595,Seeing,VBG,8xfz02
2596,made,VBN,8xfz02
2597,happening,VBG,8xfz02
2598,happening,VBG,8xfz02
2599,shifted,VBN,8xfz02
2600,felt,VBN,8xfz02
2601,felt,VBN,8xfz02
2602,Losing,VBG,8xfz02
2603,would,MD,8xfz02
2604,hurt,VB,8xfz02
2605,destroy,VB,8xfz02
2606,trying,VBG,8xfz02
2607,trying,VBG,8xfz02
2608,monetize,VB,8xfz02
2609,make,VB,8xfz02
2610,could,MD,8xfz02
2611,undo,VB,8xfz02
2612,undo,VB,8xfz02
2613,Thank,VBP,8xfz02
2614,read,VBN,8xfz02
2615,read,VBN,8xfz02
2616,wondering,VBG,8xfz02
2617,wondering,VBG,8xfz02
2618,stood,VBN,8xfz02
2619,stood,VBN,8xfz02
2620,loose,VB,8xfz02
2621,talking,VBG,8xfz02
2622,handle,VB,8xfz02
2623,handle,VB,8xfz02
2624,can,MD,8xfz02
2625,prepare,VB,8xfz02
2626,prepare,VB,8xfz02
2627,get,VBP,8xfz02
2628,caught,VBN,8xfz02
2629,talk,VBP,8xfz02
2630,talk,VBP,8xfz02
2631,could,MD,8xfz02
2632,lose,VB,8xfz02
2633,lose,VB,8xfz02
2634,destroyed,VBN,8xfz02
2635,can,MD,8xfz02
2636,prepare,VB,8xfz02
2637,prepare,VB,8xfz02
2638,happens,VBZ,8xfz02
2639,happens,VBZ,8xfz02
2640,learned,VBD,8xg9lo
2641,learned,VBD,8xg9lo
2642,reflects,VBZ,8xg9lo
2643,reflects,VBZ,8xg9lo
2644,having,VBG,8xg9lo
2645,having,VBG,8xg9lo
2646,leaned,VBD,8xg9lo
2647,leaned,VBD,8xg9lo
2648,left,VBN,8xg9lo
2649,steeped,VBN,8xg9lo
2650,written,VBN,8xg9lo
2651,written,VBN,8xg9lo
2652,know,VBP,8xg9lo
2653,know,VBP,8xg9lo
2654,stand,VBP,8xg9lo
2655,stand,VBP,8xg9lo
2656,loose,VB,8xg9lo
2657,would,MD,8xg9lo
2658,thought,VBD,8xg9lo
2659,thought,VBD,8xg9lo
2660,including,VBG,8xg9lo
2661,disconnecting,VBG,8xg9lo
2662,disconnecting,VBG,8xg9lo
2663,trying,VBG,8xg9lo
2664,think,VB,8xg9lo
2665,evolve,VB,8xg9lo
2666,reflect,VB,8xg9lo
2667,seen,VBN,8xg9lo
2668,seen,VBN,8xg9lo
2669,become,VBN,8xg9lo
2670,become,VBN,8xg9lo
2671,become,VBN,8xg9lo
2672,TORN,VBN,8xg9lo
2673,falling,VBG,8xg9lo
2674,approved,VBN,8xg9lo
2675,Seeing,VBG,8xg9lo
2676,made,VBN,8xg9lo
2677,happening,VBG,8xg9lo
2678,happening,VBG,8xg9lo
2679,shifted,VBN,8xg9lo
2680,felt,VBN,8xg9lo
2681,felt,VBN,8xg9lo
2682,Losing,VBG,8xg9lo
2683,would,MD,8xg9lo
2684,hurt,VB,8xg9lo
2685,destroy,VB,8xg9lo
2686,trying,VBG,8xg9lo
2687,trying,VBG,8xg9lo
2688,monetize,VB,8xg9lo
2689,make,VB,8xg9lo
2690,could,MD,8xg9lo
2691,undo,VB,8xg9lo
2692,undo,VB,8xg9lo
2693,Thank,VBP,8xg9lo
2694,read,VBN,8xg9lo
2695,read,VBN,8xg9lo
2696,wondering,VBG,8xg9lo
2697,wondering,VBG,8xg9lo
2698,stood,VBN,8xg9lo
2699,stood,VBN,8xg9lo
2700,loose,VB,8xg9lo
2701,talking,VBG,8xg9lo
2702,handle,VB,8xg9lo
2703,handle,VB,8xg9lo
2704,can,MD,8xg9lo
2705,prepare,VB,8xg9lo
2706,prepare,VB,8xg9lo
2707,get,VBP,8xg9lo
2708,caught,VBN,8xg9lo
2709,talk,VBP,8xg9lo
2710,talk,VBP,8xg9lo
2711,could,MD,8xg9lo
2712,lose,VB,8xg9lo
2713,lose,VB,8xg9lo
2714,destroyed,VBN,8xg9lo
2715,can,MD,8xg9lo
2716,prepare,VB,8xg9lo
2717,prepare,VB,8xg9lo
2718,happens,VBZ,8xg9lo
2719,happens,VBZ,8xg9lo
2720,learned,VBD,8xgbxu
2721,learned,VBD,8xgbxu
2722,reflects,VBZ,8xgbxu
2723,reflects,VBZ,8xgbxu
2724,having,VBG,8xgbxu
2725,having,VBG,8xgbxu
2726,leaned,VBD,8xgbxu
2727,leaned,VBD,8xgbxu
2728,left,VBN,8xgbxu
2729,steeped,VBN,8xgbxu
2730,written,VBN,8xgbxu
2731,written,VBN,8xgbxu
2732,know,VBP,8xgbxu
2733,know,VBP,8xgbxu
2734,stand,VBP,8xgbxu
2735,stand,VBP,8xgbxu
2736,loose,VB,8xgbxu
2737,would,MD,8xgbxu
2738,thought,VBD,8xgbxu
2739,thought,VBD,8xgbxu
2740,including,VBG,8xgbxu
2741,disconnecting,VBG,8xgbxu
2742,disconnecting,VBG,8xgbxu
2743,trying,VBG,8xgbxu
2744,think,VB,8xgbxu
2745,evolve,VB,8xgbxu
2746,reflect,VB,8xgbxu
2747,seen,VBN,8xgbxu
2748,seen,VBN,8xgbxu
2749,become,VBN,8xgbxu
2750,become,VBN,8xgbxu
2751,become,VBN,8xgbxu
2752,TORN,VBN,8xgbxu
2753,falling,VBG,8xgbxu
2754,approved,VBN,8xgbxu
2755,Seeing,VBG,8xgbxu
2756,made,VBN,8xgbxu
2757,happening,VBG,8xgbxu
2758,happening,VBG,8xgbxu
2759,shifted,VBN,8xgbxu
2760,felt,VBN,8xgbxu
2761,felt,VBN,8xgbxu
2762,Losing,VBG,8xgbxu
2763,would,MD,8xgbxu
2764,hurt,VB,8xgbxu
2765,destroy,VB,8xgbxu
2766,trying,VBG,8xgbxu
2767,trying,VBG,8xgbxu
2768,monetize,VB,8xgbxu
2769,make,VB,8xgbxu
2770,could,MD,8xgbxu
2771,undo,VB,8xgbxu
2772,undo,VB,8xgbxu
2773,Thank,VBP,8xgbxu
2774,read,VBN,8xgbxu
2775,read,VBN,8xgbxu
2776,wondering,VBG,8xgbxu
2777,wondering,VBG,8xgbxu
2778,stood,VBN,8xgbxu
2779,stood,VBN,8xgbxu
2780,loose,VB,8xgbxu
2781,talking,VBG,8xgbxu
2782,handle,VB,8xgbxu
2783,handle,VB,8xgbxu
2784,can,MD,8xgbxu
2785,prepare,VB,8xgbxu
2786,prepare,VB,8xgbxu
2787,get,VBP,8xgbxu
2788,caught,VBN,8xgbxu
2789,talk,VBP,8xgbxu
2790,talk,VBP,8xgbxu
2791,could,MD,8xgbxu
2792,lose,VB,8xgbxu
2793,lose,VB,8xgbxu
2794,destroyed,VBN,8xgbxu
2795,can,MD,8xgbxu
2796,prepare,VB,8xgbxu
2797,prepare,VB,8xgbxu
2798,happens,VBZ,8xgbxu
2799,happens,VBZ,8xgbxu
2800,learned,VBD,8xge65
2801,learned,VBD,8xge65
2802,reflects,VBZ,8xge65
2803,reflects,VBZ,8xge65
2804,having,VBG,8xge65
2805,having,VBG,8xge65
2806,leaned,VBD,8xge65
2807,leaned,VBD,8xge65
2808,left,VBN,8xge65
2809,steeped,VBN,8xge65
2810,written,VBN,8xge65
2811,written,VBN,8xge65
2812,know,VBP,8xge65
2813,know,VBP,8xge65
2814,stand,VBP,8xge65
2815,stand,VBP,8xge65
2816,loose,VB,8xge65
2817,would,MD,8xge65
2818,thought,VBD,8xge65
2819,thought,VBD,8xge65
2820,including,VBG,8xge65
2821,disconnecting,VBG,8xge65
2822,disconnecting,VBG,8xge65
2823,trying,VBG,8xge65
2824,think,VB,8xge65
2825,evolve,VB,8xge65
2826,reflect,VB,8xge65
2827,seen,VBN,8xge65
2828,seen,VBN,8xge65
2829,become,VBN,8xge65
2830,become,VBN,8xge65
2831,become,VBN,8xge65
2832,TORN,VBN,8xge65
2833,falling,VBG,8xge65
2834,approved,VBN,8xge65
2835,Seeing,VBG,8xge65
2836,made,VBN,8xge65
2837,happening,VBG,8xge65
2838,happening,VBG,8xge65
2839,shifted,VBN,8xge65
2840,felt,VBN,8xge65
2841,felt,VBN,8xge65
2842,Losing,VBG,8xge65
2843,would,MD,8xge65
2844,hurt,VB,8xge65
2845,destroy,VB,8xge65
2846,trying,VBG,8xge65
2847,trying,VBG,8xge65
2848,monetize,VB,8xge65
2849,make,VB,8xge65
2850,could,MD,8xge65
2851,undo,VB,8xge65
2852,undo,VB,8xge65
2853,Thank,VBP,8xge65
2854,read,VBN,8xge65
2855,read,VBN,8xge65
2856,wondering,VBG,8xge65
2857,wondering,VBG,8xge65
2858,stood,VBN,8xge65
2859,stood,VBN,8xge65
2860,loose,VB,8xge65
2861,talking,VBG,8xge65
2862,handle,VB,8xge65
2863,handle,VB,8xge65
2864,can,MD,8xge65
2865,prepare,VB,8xge65
2866,prepare,VB,8xge65
2867,get,VBP,8xge65
2868,caught,VBN,8xge65
2869,talk,VBP,8xge65
2870,talk,VBP,8xge65
2871,could,MD,8xge65
2872,lose,VB,8xge65
2873,lose,VB,8xge65
2874,destroyed,VBN,8xge65
2875,can,MD,8xge65
2876,prepare,VB,8xge65
2877,prepare,VB,8xge65
2878,happens,VBZ,8xge65
2879,happens,VBZ,8xge65
2880,learned,VBD,8xgejz
2881,learned,VBD,8xgejz
2882,reflects,VBZ,8xgejz
2883,reflects,VBZ,8xgejz
2884,having,VBG,8xgejz
2885,having,VBG,8xgejz
2886,leaned,VBD,8xgejz
2887,leaned,VBD,8xgejz
2888,left,VBN,8xgejz
2889,steeped,VBN,8xgejz
2890,written,VBN,8xgejz
2891,written,VBN,8xgejz
2892,know,VBP,8xgejz
2893,know,VBP,8xgejz
2894,stand,VBP,8xgejz
2895,stand,VBP,8xgejz
2896,loose,VB,8xgejz
2897,would,MD,8xgejz
2898,thought,VBD,8xgejz
2899,thought,VBD,8xgejz
2900,including,VBG,8xgejz
2901,disconnecting,VBG,8xgejz
